nct_id,Indication
NCT07262268,Erythromelalgia
NCT07262268,"Generalized Epilepsy With Febrile Seizures Plus, 7"
NCT07262268,Channelopathies
NCT07262268,Neuralgia
NCT07073820,"Hypertension, Pulmonary"
NCT05910255,Hypertension
NCT07767513,
NCT06700174,"Heart Septal Defects, Atrial"
NCT06905314,Ischemic Stroke
NCT04582409,Atrial Fibrillation
NCT04582409,"Arrhythmias, Cardiac"
NCT07181109,Hypertension
NCT07181109,Cardiovascular Diseases
NCT03686657,"Diabetes Mellitus, Type 2"
NCT03686657,Hypertension
NCT03686657,Arthritis
NCT03686657,Obesity
NCT03686657,Diabetes Mellitus
NCT05592275,Heart Failure
NCT05077475,Hypertension
NCT07164833,Reperfusion Injury
NCT06648304,Ischemic Stroke
NCT06221826,Ischemic Stroke
NCT06221826,Stroke
NCT06221826,"Brain Injuries, Traumatic"
NCT06112678,Hypertension
NCT06112678,Dyslipidemias
NCT07742254,Aortic Aneurysm
NCT07742254,"Aortic Aneurysm, Abdominal"
NCT07285005,Lymphatic Abnormalities
NCT07285005,Klippel-Trenaunay-Weber Syndrome
NCT07285005,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
NCT04252339,Noonan Syndrome
NCT06298045,"Angina, Stable"
NCT05838664,Atrial Fibrillation
NCT04873934,Acute Coronary Syndrome
NCT04873934,Hyperlipidemias
NCT04873934,Atherosclerosis
NCT04873934,Hypercholesterolemia
NCT04164732,"Cardiomyopathy, Hypertrophic"
NCT07254481,Hypertension
NCT06816264,
NCT04397198,Coronary Stenosis
NCT04397198,Myocardial Infarction
NCT04098328,Mitral Valve Insufficiency
NCT05659264,Heart Failure
NCT04611932,Cardiovascular Diseases
NCT05035030,Alagille Syndrome
NCT05199428,Coronary Artery Disease
NCT06700083,Heart Failure
NCT05649722,"Hypertension, Pulmonary"
NCT05649722,"Lung Diseases, Interstitial"
NCT07168161,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT06004453,Heart Failure
NCT06670677,Hypertension
NCT06670677,Cardiovascular Diseases
NCT06671392,Essential Hypertension
NCT04798989,Alzheimer Disease
NCT04798989,"Dementia, Vascular"
NCT04798989,Mixed Dementias
NCT06482840,"Arrhythmias, Cardiac"
NCT06470815,Carotid Artery Diseases
NCT03994874,Heart Failure
NCT07410117,Venous Thromboembolism
NCT07410117,Venous Thrombosis
NCT07410117,Pulmonary Embolism
NCT07410117,Neoplasms
NCT07410117,Hemorrhage
NCT07614958,Hypercholesterolemia
NCT06146660,"Cardiomyopathy, Hypertrophic"
NCT06117020,Muscle Spasticity
NCT06117020,Muscle Hypertonia
NCT06117020,Cerebral Palsy
NCT06117020,Multiple Sclerosis
NCT06117020,Stroke
NCT06117020,"Spastic Paraplegia, Hereditary"
NCT06117020,Dystonia
NCT06117020,Spinal Cord Injuries
NCT05041010,Ischemic Stroke
NCT06986733,Cardiovascular Diseases
NCT06964724,Stroke
NCT07578129,Tricuspid Valve Insufficiency
NCT07578129,"Ventricular Dysfunction, Left"
NCT04300569,"Dementia, Vascular"
NCT04300569,"Sleep Disorders, Circadian Rhythm"
NCT04635800,Macular Edema
NCT04635800,Retinal Vein Occlusion
NCT04635800,Macular Degeneration
NCT04635800,Geographic Atrophy
NCT04635800,Wet Macular Degeneration
NCT04820907,Hypertension
NCT06597019,Hyperlipoproteinemia Type II
NCT06597019,Hypercholesterolemia
NCT06597019,Hyperlipidemias
NCT06597019,Dyslipidemias
NCT06597019,Heart Failure
NCT06597019,Cardiovascular Diseases
NCT06597019,Aortic Valve Stenosis
NCT05369767,Venous Thrombosis
NCT05503953,Essential Hypertension
NCT04306237,Angina Pectoris
NCT04241328,Cardiovascular Diseases
NCT07217067,Atrial Fibrillation
NCT07217067,"Arrhythmias, Cardiac"
NCT05830071,Asthma
NCT05830071,"Pulmonary Disease, Chronic Obstructive"
NCT07486453,Essential Hypertension
NCT06905327,Hypertension
NCT06874751,Overweight
NCT06874751,Obesity
NCT06874751,Atherosclerosis
NCT04576988,Pulmonary Arterial Hypertension
NCT04576988,"Hypertension, Pulmonary"
NCT04912141,Non-ST Elevated Myocardial Infarction
NCT05198323,Ischemic Stroke
NCT06815627,Heart Diseases
NCT05437094,Cardiovascular Diseases
NCT05437094,Heart Failure
NCT06989983,Heart Failure
NCT07221851,Turner Syndrome
NCT07221851,Noonan Syndrome
NCT07221851,Dwarfism
NCT07221851,Failure to Thrive
NCT07221851,Sex Chromosome Disorders
NCT07221851,Chromosome Disorders
NCT07221851,Endocrine System Diseases
NCT07221851,Sex Chromosome Disorders of Sex Development
NCT06632353,Cardiovascular Diseases
NCT06293261,Hypertension
NCT06293261,Hypercholesterolemia
NCT07361302,Ischemic Stroke
NCT06877156,Atrial Fibrillation
NCT04971772,Peripheral Arterial Disease
NCT04971772,Peripheral Vascular Diseases
NCT06813339,Atherosclerosis
NCT06813339,Acute Coronary Syndrome
NCT07762794,Vascular System Injuries
NCT07762794,Accidental Injuries
NCT07762794,Wounds and Injuries
NCT04091945,Ischemic Stroke
NCT04516278,Macular Degeneration
NCT04516278,Wet Macular Degeneration
NCT04516278,Retinal Vein Occlusion
NCT07160608,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07160608,Vasculitis
NCT04667416,Varicose Ulcer
NCT05327855,Myocardial Infarction
NCT05327855,Acute Coronary Syndrome
NCT05327855,ST Elevation Myocardial Infarction
NCT05327855,"Ventricular Dysfunction, Left"
NCT04967443,Hypertension
NCT04967443,Heart Failure
NCT07318155,Coronary Artery Disease
NCT07318155,Peripheral Arterial Disease
NCT05956509,Muscle Spasticity
NCT05956509,Stroke
NCT06272487,Hypertension
NCT06272487,Cardiovascular Diseases
NCT06272487,"Renal Insufficiency, Chronic"
NCT05450601,Hypertension
NCT04610892,Coronary Disease
NCT04610892,Atherosclerosis
NCT04614467,Microvascular Angina
NCT04614467,Angina Pectoris
NCT07521007,Atherosclerosis
NCT07521007,Coronary Artery Disease
NCT05805462,Microvascular Angina
NCT06580392,Heart Failure
NCT06898021,Coronary Artery Disease
NCT06429930,Pulmonary Arterial Hypertension
NCT06429930,"Hypertension, Pulmonary"
NCT06429930,Lung Diseases
NCT06429930,Respiratory Tract Diseases
NCT07644364,Hypertension
NCT07102628,Acute Coronary Syndrome
NCT07102628,Non-ST Elevated Myocardial Infarction
NCT07102628,ST Elevation Myocardial Infarction
NCT07102628,Hyperlipidemias
NCT07234032,"Hypertension, Pulmonary"
NCT07234032,"Lung Diseases, Interstitial"
NCT06336330,Heart Diseases
NCT06336330,Cardiovascular Diseases
NCT06336330,Heart Failure
NCT06643130,Hypertension
NCT06643130,Dyslipidemias
NCT07352800,Peripheral Arterial Occlusive Disease 1
NCT07352800,Chronic Limb-Threatening Ischemia
NCT05549401,Hypertension
NCT05549401,Dyslipidemias
NCT07230145,Heart Failure
NCT05610280,Hypertriglyceridemia
NCT05610280,Cardiovascular Diseases
NCT05610280,Atherosclerosis
NCT06868290,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT06868290,Vasculitis
NCT06868290,Granulomatosis with Polyangiitis
NCT06868290,Microscopic Polyangiitis
NCT07048808,Angina Pectoris
NCT07048808,Coronary Artery Disease
NCT04714320,Hypertension
NCT07389499,"Glomerulonephritis, IGA"
NCT07389499,"Glomerulonephritis, Membranous"
NCT07389499,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT04895748,"Carcinoma, Renal Cell"
NCT04895748,von Hippel-Lindau Disease
NCT04895748,Hereditary leiomyomatosis and renal cell cancer
NCT04895748,Paraganglioma
NCT04895748,Pheochromocytoma
NCT06774040,Peripheral Arterial Disease
NCT06774040,Intermittent Claudication
NCT06774040,Arterial Occlusive Diseases
NCT06774040,Vascular Diseases
NCT06774040,Peripheral Vascular Diseases
NCT06774040,Chronic Limb-Threatening Ischemia
NCT06264310,Heart Failure
NCT06692764,Atherosclerosis
NCT06708299,Pericarditis
NCT07685054,Essential Hypertension
NCT05001945,"Hypertension, Renal"
NCT06255496,Postpartum Hemorrhage
NCT06255496,Thrombosis
NCT06985303,"Leukomalacia, Periventricular"
NCT06985303,Leukoencephalopathies
NCT06985303,"Hypoxia-Ischemia, Brain"
NCT06985303,Demyelinating Diseases
NCT06985303,Asphyxia Neonatorum
NCT06220773,Essential Hypertension
NCT06220773,"Diabetes Mellitus, Type 2"
NCT06322641,Atherosclerosis
NCT06322641,"Renal Insufficiency, Chronic"
NCT05457270,Cardiovascular Diseases
NCT05635331,Heart Failure
NCT06338202,"Cardiomyopathy, Hypertrophic"
NCT07430956,Atrial Fibrillation
NCT07430956,Thrombosis
NCT07430956,Ischemic Stroke
NCT07430956,Pulmonary Embolism
NCT07430956,Venous Thromboembolism
NCT03960541,HIV Infections
NCT03960541,Dyslipidemias
NCT06347159,"Cardiomyopathy, Hypertrophic"
NCT05476354,Essential Hypertension
NCT05195879,Coronary Artery Disease
NCT05195879,Myocardial Ischemia
NCT05702983,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT07015905,Venous Thromboembolism
NCT04356027,Coronary Artery Disease
NCT04356027,Coronary Stenosis
NCT03875183,Heart Failure
NCT06295679,Myocardial Infarction
NCT06295679,Stroke
NCT06295679,"Angina, Unstable"
NCT06295679,Atherosclerosis
NCT07090161,Hypertension
NCT07023341,"Cardiomyopathy, Hypertrophic"
NCT04189172,Meningioma
NCT04189172,Brain Neoplasms
NCT04189172,Arnold-Chiari Malformation
NCT04189172,Vascular Malformations
NCT04189172,Hydrocephalus
NCT04189172,Spinal Cord Injuries
NCT06451757,Mitochondrial Diseases
NCT06451757,Noninsulin-dependent diabetes mellitus with deafness
NCT06451757,MELAS Syndrome
NCT06932601,Metabolic Syndrome
NCT06932601,Diabetes Mellitus
NCT06932601,Hypertension
NCT06932601,Obesity
NCT06932601,Chronic Disease
NCT05236673,Heart Failure
NCT05641675,Heart Failure
NCT05641675,Pulmonary Arterial Hypertension
NCT07692178,Varicose Ulcer
NCT06431477,Diabetic Nephropathies
NCT06431477,Hypertension
NCT07473700,"Hypertension, Pulmonary"
NCT07473700,"Lung Diseases, Interstitial"
NCT07697599,Venous Thromboembolism
NCT07697599,Thrombosis
NCT04651881,Cardiovascular Diseases
NCT06251453,Atrial Fibrillation
NCT04982081,Cardiovascular Diseases
NCT04982081,Heart Failure
NCT04982081,"Cardiomyopathy, Dilated"
NCT07729475,Atherosclerosis
NCT04808934,Stroke
NCT06372457,"Cardiomyopathy, Hypertrophic"
NCT06941792,Coronary Disease
NCT05864365,Multiple System Atrophy
NCT05864365,Neurodegenerative Diseases
NCT05864365,Shy-Drager Syndrome
NCT05864365,Movement Disorders
NCT05864365,Primary Dysautonomias
NCT05864365,Synucleinopathies
NCT05598333,Heart Failure
NCT05096143,Heart Failure
NCT04680689,Myocardial Ischemia
NCT04680689,Coronary Stenosis
NCT06765226,Heart Failure
NCT04235491,Bradycardia
NCT07213778,Venous Thrombosis
NCT07213778,Pulmonary Embolism
NCT04828590,Coronary Artery Disease
NCT04828590,Myocardial Ischemia
NCT05044325,Heart Failure
NCT07552389,Hypertension
NCT07552389,"Diabetes Mellitus, Type 2"
NCT06034743,Hypertension
NCT06180421,MELAS Syndrome
NCT06180421,"Ophthalmoplegia, Chronic Progressive External"
NCT04887311,Ataxia Telangiectasia
NCT05253209,"Heart Septal Defects, Ventricular"
NCT05253209,Atrioventricular Septal Defect
NCT05253209,Partial atrioventricular canal
NCT06253221,"Cardiomyopathy, Hypertrophic"
NCT06548620,Sclerosis
NCT06548620,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
NCT06548620,Neuromyelitis Optica
NCT06393920,Atrial Fibrillation
NCT06205810,Coronary Artery Disease
NCT05968118,Peripheral Arterial Disease
NCT05968118,"Deafness, Autosomal Recessive 39"
NCT06259175,Hypertension
NCT04735354,Heart Failure
NCT06238466,Dyslipidemias
NCT06142383,Heart Failure
NCT04864795,Heart Failure
NCT04864795,Hyperkalemia
NCT04984954,Angina Pectoris
NCT04984954,Coronary Disease
NCT04984954,Microvascular Angina
NCT07228312,Intracranial Aneurysm
NCT06041529,Essential Hypertension
NCT05192941,Hypercholesterolemia
NCT05192941,Dyslipidemias
NCT05192941,Angina Pectoris
NCT05192941,Peripheral Arterial Disease
NCT05192941,Cardiovascular Diseases
NCT05563701,Heart Diseases
NCT05563701,"Arrhythmias, Cardiac"
NCT05563701,Angina Pectoris
NCT05563701,"Angina, Unstable"
NCT05563701,Lung Diseases
NCT05563701,Heart Failure
NCT05563701,Shock
NCT05563701,Emergencies
NCT04191356,Heart Failure
NCT07142356,Hypertension
NCT07142356,Systolic Murmurs
NCT07142356,Heart Murmurs
NCT04125732,Coronary Artery Disease
NCT04125732,Ischemia
NCT04125732,Cardiovascular Diseases
NCT04125732,Heart Diseases
NCT04125732,Angina Pectoris
NCT07501299,Atrial Fibrillation
NCT07501299,Atrial Flutter
NCT07501299,Bradycardia
NCT07501299,Tachycardia
NCT07501299,"Arrhythmias, Cardiac"
NCT05331014,Dyslipidemias
NCT05331014,Hypertension
NCT04972721,Overweight
NCT04972721,Obesity
NCT04050163,Myocardial Infarction
NCT07628933,Ischemic Stroke
NCT07024563,"Glomerulonephritis, IGA"
NCT07024563,IgA Vasculitis
NCT07024563,Proteinuria
NCT04925024,Hypoplastic Left Heart Syndrome
NCT05759962,Long QT Syndrome
NCT07112924,Heart Failure
NCT04905979,"Sleep Apnea, Obstructive"
NCT04905979,Hypertension
NCT05593120,Coronary Artery Disease
NCT05033964,Coronary Artery Disease
NCT06129409,Cardiovascular Diseases
NCT06639087,Renal Insufficiency
NCT06639087,Heart Failure
NCT05691244,Ischemic Stroke
NCT05691244,Stroke
NCT06348875,Coronary Artery Disease
NCT06348875,Myocardial Infarction
NCT06348875,Coronary Disease
NCT06348875,Coronary Stenosis
NCT06348875,Angina Pectoris
NCT06348875,Chest Pain
NCT05038228,Atrial Fibrillation
NCT05038228,Hemorrhage
NCT05038228,Stroke
NCT07188805,"Ventricular Dysfunction, Left"
NCT07188805,Heart Failure
NCT05755373,Atherosclerosis
NCT05755373,"Renal Insufficiency, Chronic"
NCT06465303,ST Elevation Myocardial Infarction
NCT07687186,Heart Failure
NCT07454889,Hidradenitis Suppurativa
NCT07037459,Obesity
NCT07037459,Heart Failure
NCT05353179,Granulomatosis with Polyangiitis
NCT05353179,"Lymphohistiocytosis, Hemophagocytic"
NCT06644534,MELAS Syndrome
NCT07116863,Essential Hypertension
NCT07614152,Turner Syndrome
NCT05651724,Liver Cirrhosis
NCT05651724,Fatty Liver
NCT05651724,"Diabetes Mellitus, Type 2"
NCT05651724,Obesity
NCT05651724,Metabolic Syndrome
NCT05651724,Hypertension
NCT04356989,Stroke
NCT06683768,Hypertension
NCT06683768,Essential Hypertension
NCT07721025,Friedreich Ataxia
NCT07721025,Cardiomyopathies
NCT07721025,Heart Diseases
NCT07721025,"Hypertrophy, Left Ventricular"
NCT07721025,"Cardiomyopathy, Hypertrophic"
NCT03180450,Heart Failure
NCT05246618,Reperfusion Injury
NCT07293897,Alagille Syndrome
NCT07293897,"Cholestasis, progressive familial intrahepatic 1"
NCT05906732,Long QT Syndrome
NCT05646381,Aortic Valve Stenosis
NCT06359912,Chronic Limb-Threatening Ischemia
NCT06359912,Ulcer
NCT06359912,Peripheral Vascular Diseases
NCT06884111,Heart Failure
NCT07083765,Hypertension
NCT07083765,Essential Hypertension
NCT05192356,Hypertension
NCT05192356,Dyslipidemias
NCT06685783,Coronary Artery Disease
NCT05526690,Hypertension
NCT05362903,Hypercholesterolemia
NCT05362903,Atherosclerosis
NCT03615846,Coronary Artery Disease
NCT05459688,Hypertension
NCT07084246,Hypertension
NCT07084246,Dyslipidemias
NCT05027061,Atrial Fibrillation
NCT07304427,Aortic Valve Stenosis
NCT07704697,Essential Hypertension
NCT07704697,Hypertension
NCT04956523,Peripheral Arterial Disease
NCT04956523,Arterial Occlusive Diseases
NCT07479641,Cardiomyopathies
NCT04659070,Hypertension
NCT04798222,Heart Failure
NCT06780033,Hypertension
NCT04304105,Chronic Limb-Threatening Ischemia
NCT04304105,Peripheral Arterial Disease
NCT06130124,Essential Hypertension
NCT05865197,Heart Failure
NCT07306182,ST Elevation Myocardial Infarction
NCT04667624,Hypertension
NCT06122961,Heart Failure
NCT06122961,"Renal Insufficiency, Chronic"
NCT04757142,Heart Failure
NCT07312773,Hypertension
NCT07312773,Hyperlipidemias
NCT05930028,Essential Hypertension
NCT05286281,Cardiomyopathies
NCT05286281,"Limb-girdle muscular dystrophy, type 1B"
NCT05286281,Heart Failure
NCT07405164,von Hippel-Lindau Disease
NCT07405164,Neoplasms
NCT07563777,Metabolic Syndrome
NCT07563777,Cardiovascular Diseases
NCT07563777,Cognitive Dysfunction
NCT07563777,Musculoskeletal Diseases
NCT07563777,Neoplasms
NCT07563777,Frailty
NCT07563777,Dementia
NCT06074601,"Obstetric Labor, Premature"
NCT06074601,Premature Birth
NCT06074601,Preterm Premature Rupture of the Membranes
NCT06074601,Pre-Eclampsia
NCT06074601,"Hypertension, Pregnancy-Induced"
NCT06074601,Fetal Growth Retardation
NCT07136012,Cardiovascular Diseases
NCT07136012,Coronary Disease
NCT07136012,Myocardial Infarction
NCT06206512,Heart Failure
NCT06206512,"Urinary Bladder, Overactive"
NCT04792008,Chronic Limb-Threatening Ischemia
NCT05925608,"Heart Failure, Systolic"
NCT06348576,Essential Hypertension
NCT07543120,Hypertension
NCT05882045,Obesity
NCT05882045,Cardiovascular Diseases
NCT06167707,Heart Failure
NCT06167707,Edema
NCT06940934,Intracranial Aneurysm
NCT05889806,Neoplasms
NCT05889806,Hematologic Neoplasms
NCT05889806,Digestive System Diseases
NCT05889806,Autoimmune Diseases
NCT05889806,Communicable Diseases
NCT05889806,Cardiovascular Diseases
NCT05889806,Urogenital Diseases
NCT05889806,Kidney Diseases
NCT07118449,Coronary Artery Disease
NCT06160726,Ischemic Stroke
NCT04858776,Thrombosis
NCT06066099,"Arrhythmias, Cardiac"
NCT06066099,Atrial Fibrillation
NCT05218655,Leigh Disease
NCT05218655,Diffuse Cerebral Sclerosis of Schilder
NCT05218655,Mitochondrial Encephalomyopathies
NCT05218655,MELAS Syndrome
NCT05218655,MERRF Syndrome
NCT05218655,Drug Resistant Epilepsy
NCT07021976,"Cardiomyopathy, Hypertrophic"
NCT06061549,"Heart Failure, Diastolic"
NCT07474649,Coronary Artery Disease
NCT07474649,Hypercholesterolemia
NCT04091087,Venous Insufficiency
NCT07529600,Hypertension
NCT06938516,Hypertension
NCT07084012,Ischemic Stroke
NCT05857319,Overweight
NCT05857319,Obesity
NCT05857319,Cardiovascular Diseases
NCT05857319,Metabolic Diseases
NCT05857319,"Diabetes Mellitus, Type 2"
NCT05857319,"Sleep Apnea, Obstructive"
NCT05857319,Non-alcoholic Fatty Liver Disease
NCT06291207,Essential Hypertension
NCT07479433,Coronary Artery Disease
NCT05492500,Heart Failure
NCT06865482,Friedreich Ataxia
NCT06865482,Cardiomyopathies
NCT06865482,Heart Diseases
NCT06789913,Lymphatic Abnormalities
NCT06789913,Vascular Malformations
NCT06789913,"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
NCT06789913,Klippel-Trenaunay-Weber Syndrome
NCT06789913,Megalencephaly cutis marmorata telangiectatica congenita
NCT05175261,ST Elevation Myocardial Infarction
NCT05175261,Non-ST Elevated Myocardial Infarction
NCT07438327,Aortic Aneurysm
NCT07438327,"Aortic Aneurysm, Abdominal"
NCT07438327,Aortic Dissection
NCT07438327,"Aortic Aneurysm, Thoracoabdominal"
NCT07553442,Hypertension
NCT04564742,Heart Failure
NCT04564742,Myocardial Infarction
NCT04678388,Cardiovascular Diseases
NCT05002543,Heart Valve Diseases
NCT07142655,Peripheral Arterial Disease
NCT04483791,Coronary Artery Disease
NCT04734548,Stroke
NCT04734548,Ischemic Stroke
NCT06202378,Ischemic Stroke
NCT04915950,Raynaud Disease
NCT04915950,"Scleroderma, Systemic"
NCT07158450,Cardiotoxicity
NCT07158450,Heart Failure
NCT06214832,Hypertension
NCT04631406,Ischemic Stroke
NCT07217106,Heart Failure
NCT07676214,Diabetes Mellitus
NCT07676214,Hypertension
NCT07676214,Obesity
NCT05773170,Atrial Fibrillation
NCT05773170,Atrial Flutter
NCT06935370,Heart Failure
NCT04945460,"Hypertension, Pulmonary"
NCT04945460,Hypertension
NCT05494788,Pericarditis
NCT04686643,Hypertension
NCT05631990,Essential Hypertension
NCT06384846,Acute Coronary Syndrome
